# MU = distance modulus corrected for bias and contamination
# MUERR = stat-uncertainty on MU 
# MUERR_SYS = sqrt(COVSYS_DIAG) for 'ALL' sys (diagnostic)
#
VARNAMES: CID IDSURVEY zCMB zHEL MU MUERR MUERR_VPEC MUERR_SYS
SN: 1033201 12 0.41483 0.41483 41.76255 0.10680 0.00410 0.00730
SN: 1131555 12 0.41493 0.41493 41.67337 0.10550 0.00410 0.00411
SN: 438377 12 0.41542 0.41542 41.83535 0.09920 0.00410 0.00390
SN: 500039 12 0.41559 0.41559 41.74812 0.10080 0.00410 0.00577
SN: 98666 12 0.41699 0.41699 41.71356 0.10100 0.00410 0.00422
SN: 757885 12 0.41747 0.41747 41.86788 0.10180 0.00410 0.00543
SN: 1017595 12 0.41759 0.41759 41.92197 0.10610 0.00410 0.00412
SN: 726059 12 0.41808 0.41808 41.63341 0.10410 0.00410 0.00509
SN: 1138856 12 0.41835 0.41835 41.84289 0.10460 0.00410 0.00419
SN: 753151 12 0.41846 0.41846 41.61559 0.09920 0.00410 0.00490
SN: 299261 12 0.41852 0.41852 41.75903 0.10060 0.00410 0.00729
SN: 543964 12 0.41860 0.41860 41.69440 0.10140 0.00410 0.00301
SN: 1146432 12 0.41874 0.41874 41.60905 0.10410 0.00410 0.00443
SN: 1096159 12 0.41881 0.41881 41.90782 0.10600 0.00410 0.00416
SN: 88604 12 0.41896 0.41896 41.70187 0.10260 0.00410 0.00424
SN: 287440 12 0.41978 0.41978 41.74199 0.10310 0.00400 0.00427
SN: 869892 12 0.41996 0.41996 41.70387 0.10520 0.00400 0.00807
SN: 1141374 12 0.42028 0.42028 41.70114 0.10330 0.00400 0.00382
SN: 759468 12 0.42104 0.42104 41.67395 0.10150 0.00400 0.00355
SN: 575938 12 0.42152 0.42152 41.69811 0.10290 0.00400 0.00435
SN: 170965 12 0.42233 0.42233 41.83558 0.10970 0.00400 0.00701
SN: 1030875 12 0.42247 0.42247 41.89153 0.10300 0.00400 0.00381
SN: 313920 12 0.42308 0.42308 41.86230 0.10450 0.00400 0.00424
SN: 787380 12 0.42322 0.42322 41.69848 0.10440 0.00400 0.00592
SN: 754461 12 0.42324 0.42324 41.93151 0.12500 0.00400 0.00400
SN: 645519 12 0.42337 0.42337 41.60795 0.11820 0.00400 0.00569
SN: 992255 12 0.42342 0.42342 41.90766 0.10380 0.00400 0.00828
SN: 241040 12 0.42355 0.42355 41.81637 0.10170 0.00400 0.00424
SN: 832923 12 0.42402 0.42402 41.83038 0.10090 0.00400 0.00332
SN: 893378 12 0.42492 0.42492 41.76719 0.10220 0.00400 0.00437
SN: 468252 12 0.42498 0.42498 41.74935 0.10230 0.00400 0.00349
SN: 84281 12 0.42686 0.42686 41.56851 0.10260 0.00400 0.00456
SN: 115236 12 0.42707 0.42707 42.02020 0.10150 0.00400 0.00646
SN: 880459 12 0.42727 0.42727 41.79938 0.10210 0.00400 0.00307
SN: 1058641 12 0.42763 0.42763 42.12913 0.10420 0.00400 0.00380
SN: 871633 12 0.42840 0.42840 42.06805 0.10340 0.00400 0.00394
SN: 661222 12 0.42858 0.42858 41.92418 0.10140 0.00400 0.00474
SN: 898767 12 0.42892 0.42892 41.86251 0.10080 0.00400 0.00471
SN: 366673 12 0.43034 0.43034 41.81298 0.10490 0.00400 0.00892
SN: 487138 12 0.43078 0.43078 41.83359 0.10260 0.00400 0.00361
SN: 1123194 12 0.43089 0.43089 41.87627 0.10150 0.00400 0.00337
SN: 587857 12 0.43109 0.43109 41.85564 0.10540 0.00400 0.00799
SN: 195426 12 0.43227 0.43227 41.73025 0.10270 0.00390 0.00401
SN: 345170 12 0.43304 0.43304 41.72876 0.10870 0.00390 0.00403
SN: 318899 12 0.43351 0.43351 41.78071 0.10550 0.00390 0.00378
SN: 188897 12 0.43363 0.43363 41.87090 0.10280 0.00390 0.00449
SN: 802176 12 0.43400 0.43400 41.84789 0.10200 0.00390 0.00326
SN: 364272 12 0.43416 0.43416 41.96878 0.10080 0.00390 0.00336
SN: 31478 12 0.43448 0.43448 41.94272 0.10310 0.00390 0.00364
SN: 683607 12 0.43466 0.43466 41.86183 0.10200 0.00390 0.00484
SN: 760231 12 0.43473 0.43473 41.81884 0.11230 0.00390 0.02013
SN: 378387 12 0.43546 0.43546 41.98936 0.10580 0.00390 0.00692
SN: 701527 12 0.43573 0.43573 41.89965 0.10550 0.00390 0.00403
SN: 1117834 12 0.43612 0.43612 41.93927 0.10230 0.00390 0.00481
SN: 640205 12 0.43640 0.43640 41.80531 0.11120 0.00390 0.00729
SN: 637803 12 0.43671 0.43671 41.80759 0.10250 0.00390 0.00510
SN: 770027 12 0.43678 0.43678 41.87614 0.10300 0.00390 0.00346
SN: 15548 12 0.43685 0.43685 41.79211 0.10710 0.00390 0.00945
SN: 133084 12 0.43702 0.43702 41.89845 0.10120 0.00390 0.00819
SN: 587114 12 0.43722 0.43722 41.88396 0.10210 0.00390 0.00304
SN: 653991 12 0.43741 0.43741 41.86580 0.10280 0.00390 0.00321
SN: 551456 12 0.43758 0.43758 41.85747 0.12430 0.00390 0.00575
SN: 401727 12 0.43780 0.43780 41.79115 0.10290 0.00390 0.00550
SN: 968203 12 0.43794 0.43794 41.89039 0.10130 0.00390 0.00375
SN: 224223 12 0.43796 0.43796 41.93870 0.10220 0.00390 0.00505
SN: 21316 12 0.43821 0.43821 41.75685 0.11770 0.00390 0.00490
SN: 468396 12 0.43822 0.43822 41.82857 0.10200 0.00390 0.00383
SN: 585463 12 0.43859 0.43859 41.91968 0.12390 0.00390 0.11655
SN: 962652 12 0.43889 0.43889 41.85434 0.11640 0.00390 0.00311
SN: 239351 12 0.43891 0.43891 41.96393 0.10700 0.00390 0.00358
SN: 727950 12 0.43959 0.43959 42.01628 0.10830 0.00390 0.00440
SN: 709323 12 0.43977 0.43977 41.86668 0.10100 0.00390 0.00357
SN: 168502 12 0.44001 0.44001 41.84355 0.11490 0.00390 0.00830
SN: 312680 12 0.44036 0.44036 41.78218 0.11570 0.00390 0.00608
SN: 665397 12 0.44040 0.44040 42.05883 0.10260 0.00390 0.00344
SN: 559837 12 0.44072 0.44072 42.09926 0.11780 0.00390 0.00920
SN: 51444 12 0.44083 0.44083 41.72987 0.10350 0.00390 0.00543
SN: 712551 12 0.44102 0.44102 42.04648 0.11030 0.00390 0.00434
SN: 754497 12 0.44115 0.44115 41.86061 0.10190 0.00390 0.00401
SN: 703817 12 0.44195 0.44195 41.88105 0.10290 0.00390 0.00435
SN: 957809 12 0.44196 0.44196 42.10038 0.10740 0.00390 0.00543
SN: 468315 12 0.44202 0.44202 41.99561 0.09570 0.00390 0.00348
SN: 473686 12 0.44210 0.44210 41.90425 0.10240 0.00390 0.00325
SN: 74278 12 0.44265 0.44265 41.96670 0.10320 0.00390 0.00370
SN: 395618 12 0.44314 0.44314 41.67842 0.10090 0.00390 0.00354
SN: 305505 12 0.44382 0.44382 42.19455 0.10890 0.00390 0.00678
SN: 346870 12 0.44383 0.44383 41.98556 0.10260 0.00390 0.00374
SN: 226956 12 0.44440 0.44440 41.98911 0.10450 0.00390 0.00443
SN: 985639 12 0.44442 0.44442 41.86390 0.11400 0.00390 0.00409
SN: 214276 12 0.44501 0.44501 42.01646 0.10800 0.00380 0.00732
SN: 559252 12 0.44540 0.44540 41.91377 0.10570 0.00380 0.00351
SN: 179903 12 0.44541 0.44541 41.68606 0.10500 0.00380 0.00420
SN: 794810 12 0.44575 0.44575 42.04795 0.10160 0.00380 0.00439
SN: 166548 12 0.44613 0.44613 41.88397 0.10280 0.00380 0.00388
SN: 1148647 12 0.44616 0.44616 41.76413 0.10370 0.00380 0.00336
SN: 604983 12 0.44630 0.44630 41.93503 0.10150 0.00380 0.00512
SN: 1050795 12 0.44644 0.44644 42.00011 0.10240 0.00380 0.00307
SN: 1138618 12 0.44691 0.44691 42.12666 0.10300 0.00380 0.00401
SN: 153357 12 0.44811 0.44811 41.99793 0.10200 0.00380 0.01685
SN: 483009 12 0.44820 0.44820 42.06453 0.10930 0.00380 0.00882
SN: 896891 12 0.44885 0.44885 41.83830 0.10210 0.00380 0.00368
SN: 622132 12 0.44900 0.44900 41.92840 0.10730 0.00380 0.00503
SN: 504003 12 0.44925 0.44925 41.88837 0.10170 0.00380 0.00504
SN: 122461 12 0.44948 0.44948 42.06220 0.10700 0.00380 0.00723
SN: 706158 12 0.44971 0.44971 41.97102 0.10820 0.00380 0.00404
SN: 929946 12 0.44975 0.44975 42.01058 0.10080 0.00380 0.00392
SN: 1062826 12 0.45078 0.45078 41.83435 0.10660 0.00380 0.00499
SN: 613314 12 0.45089 0.45089 42.01765 0.12400 0.00380 0.00639
SN: 674932 12 0.45114 0.45114 42.00299 0.10930 0.00380 0.00423
SN: 164116 12 0.45262 0.45262 42.26498 0.10250 0.00380 0.00501
SN: 147912 12 0.45309 0.45309 42.12373 0.10270 0.00380 0.00608
SN: 668213 12 0.45329 0.45329 41.82580 0.10250 0.00380 0.00280
SN: 716097 12 0.45380 0.45380 42.00445 0.10240 0.00380 0.00399
SN: 1055760 12 0.45450 0.45450 41.99045 0.10740 0.00380 0.00914
SN: 1034137 12 0.45452 0.45452 42.00249 0.10370 0.00380 0.00485
SN: 691297 12 0.45461 0.45461 42.11818 0.11490 0.00380 0.00528
SN: 1017192 12 0.45534 0.45534 41.89682 0.10770 0.00380 0.00734
SN: 422482 12 0.45563 0.45563 42.13261 0.09920 0.00380 0.00710
SN: 431494 12 0.45641 0.45641 42.01255 0.10360 0.00380 0.00323
SN: 512862 12 0.45645 0.45645 42.13825 0.10810 0.00380 0.00400
SN: 845753 12 0.45696 0.45696 41.96975 0.10800 0.00380 0.00693
SN: 215028 12 0.45748 0.45748 42.06271 0.10350 0.00380 0.00390
SN: 373282 12 0.45776 0.45776 42.06709 0.10760 0.00380 0.00360
SN: 188896 12 0.45838 0.45838 42.09295 0.10270 0.00370 0.00308
SN: 401388 12 0.45904 0.45904 42.15616 0.10930 0.00370 0.00659
SN: 812083 12 0.45927 0.45927 42.09843 0.10960 0.00370 0.00265
SN: 290087 12 0.45983 0.45983 41.93697 0.10410 0.00370 0.00367
SN: 931944 12 0.45984 0.45984 41.98566 0.10310 0.00370 0.00507
SN: 193289 12 0.46025 0.46025 41.99911 0.10120 0.00370 0.00780
SN: 370144 12 0.46034 0.46034 42.03069 0.10350 0.00370 0.00397
SN: 352763 12 0.46066 0.46066 42.05007 0.10360 0.00370 0.00454
SN: 162696 12 0.46084 0.46084 41.95002 0.11290 0.00370 0.00293
SN: 19801 12 0.46201 0.46201 42.30334 0.10800 0.00370 0.00709
SN: 839138 12 0.46282 0.46282 42.15372 0.10160 0.00370 0.00356
SN: 1123854 12 0.46299 0.46299 42.11068 0.10620 0.00370 0.00818
SN: 542835 12 0.46309 0.46309 42.16063 0.10450 0.00370 0.00361
SN: 1065601 12 0.46310 0.46310 42.07462 0.10350 0.00370 0.00340
SN: 1060245 12 0.46325 0.46325 41.83960 0.10450 0.00370 0.00306
SN: 382682 12 0.46352 0.46352 41.96549 0.10640 0.00370 0.00680
SN: 291005 12 0.46377 0.46377 42.03346 0.10390 0.00370 0.00364
SN: 727875 12 0.46382 0.46382 42.01163 0.10170 0.00370 0.00299
SN: 902114 12 0.46408 0.46408 42.10109 0.10470 0.00370 0.00307
SN: 27013 12 0.46422 0.46422 41.91051 0.10800 0.00370 0.01331
SN: 1169920 12 0.46456 0.46456 42.19099 0.10570 0.00370 0.00606
SN: 719970 12 0.46467 0.46467 42.04804 0.10750 0.00370 0.00440
SN: 731498 12 0.46489 0.46489 42.06806 0.10430 0.00370 0.00517
SN: 93358 12 0.46554 0.46554 42.19979 0.10140 0.00370 0.00299
SN: 723752 12 0.46585 0.46585 41.78441 0.11200 0.00370 0.00304
SN: 940706 12 0.46648 0.46648 42.02547 0.10410 0.00370 0.00293
SN: 807370 12 0.46659 0.46659 42.09586 0.10010 0.00370 0.00376
SN: 1132787 12 0.46675 0.46675 42.08852 0.10290 0.00370 0.00338
SN: 41946 12 0.46720 0.46720 41.95631 0.10540 0.00370 0.00369
SN: 953472 12 0.46730 0.46730 42.03199 0.10350 0.00370 0.00295
SN: 465065 12 0.46733 0.46733 42.23711 0.10950 0.00370 0.00715
SN: 215922 12 0.46736 0.46736 42.16658 0.10260 0.00370 0.00284
SN: 924122 12 0.46764 0.46764 41.91594 0.10560 0.00370 0.00379
SN: 142105 12 0.46797 0.46797 41.96990 0.11070 0.00370 0.00468
SN: 289423 12 0.46798 0.46798 42.14189 0.10720 0.00370 0.00454
SN: 1062781 12 0.46816 0.46816 42.12651 0.09990 0.00370 0.00610
SN: 268215 12 0.46867 0.46867 42.08646 0.10470 0.00370 0.00316
SN: 966020 12 0.46874 0.46874 42.04301 0.10290 0.00370 0.00334
SN: 152280 12 0.46912 0.46912 42.01243 0.10240 0.00370 0.00327
SN: 1076393 12 0.47007 0.47007 42.13982 0.10640 0.00370 0.00369
SN: 665238 12 0.47021 0.47021 42.21070 0.10690 0.00370 0.00394
SN: 997089 12 0.47041 0.47041 42.29954 0.11300 0.00370 0.00396
SN: 461950 12 0.47065 0.47065 42.21318 0.10470 0.00370 0.00427
SN: 224850 12 0.47078 0.47078 42.17765 0.11430 0.00370 0.00420
SN: 351458 12 0.47110 0.47110 42.00746 0.10820 0.00370 0.00867
SN: 990194 12 0.47125 0.47125 42.16618 0.10370 0.00370 0.00713
SN: 160335 12 0.47175 0.47175 42.15772 0.12510 0.00370 0.02461
SN: 818264 12 0.47232 0.47232 42.07030 0.09940 0.00370 0.00305
SN: 540749 12 0.47242 0.47242 42.15864 0.10510 0.00370 0.00301
SN: 187345 12 0.47326 0.47326 41.94336 0.10290 0.00360 0.00272
SN: 954891 12 0.47352 0.47352 41.92129 0.10200 0.00360 0.00318
SN: 1086360 12 0.47411 0.47411 42.24060 0.10540 0.00360 0.00470
SN: 891021 12 0.47497 0.47497 42.07956 0.10200 0.00360 0.00254
SN: 525837 12 0.47547 0.47547 42.11688 0.10650 0.00360 0.00354
SN: 518951 12 0.47554 0.47554 42.01535 0.10400 0.00360 0.00302
SN: 1023117 12 0.47561 0.47561 41.96498 0.10320 0.00360 0.00310
SN: 811777 12 0.47586 0.47586 41.97978 0.10760 0.00360 0.00337
SN: 943105 12 0.47613 0.47613 42.02234 0.10200 0.00360 0.00257
SN: 311236 12 0.47652 0.47652 41.94313 0.11660 0.00360 0.00698
SN: 141580 12 0.47691 0.47691 42.17490 0.10280 0.00360 0.00485
SN: 1163340 12 0.47740 0.47740 42.06827 0.10710 0.00360 0.00333
SN: 61478 12 0.47748 0.47748 42.04463 0.10250 0.00360 0.00360
SN: 785622 12 0.47763 0.47763 42.04552 0.10210 0.00360 0.00207
SN: 683085 12 0.47813 0.47813 42.12183 0.11610 0.00360 0.00589
SN: 922107 12 0.47826 0.47826 41.96171 0.10160 0.00360 0.00284
SN: 165810 12 0.47862 0.47862 42.03798 0.10030 0.00360 0.00680
SN: 1109406 12 0.47944 0.47944 42.09675 0.13720 0.00360 0.00492
SN: 163314 12 0.47947 0.47947 42.04153 0.10300 0.00360 0.00317
SN: 46277 12 0.47980 0.47980 42.20860 0.11140 0.00360 0.00483
SN: 931154 12 0.48037 0.48037 42.17629 0.10380 0.00360 0.00305
SN: 994575 12 0.48051 0.48051 42.01183 0.10640 0.00360 0.00322
SN: 466322 12 0.48060 0.48060 42.32108 0.10970 0.00360 0.00466
SN: 620187 12 0.48083 0.48083 42.16109 0.10500 0.00360 0.00279
SN: 437872 12 0.48099 0.48099 42.07393 0.10930 0.00360 0.00324
SN: 443897 12 0.48189 0.48189 42.03101 0.11130 0.00360 0.00321
SN: 90439 12 0.48218 0.48218 42.02904 0.10340 0.00360 0.00246
SN: 669578 12 0.48230 0.48230 42.02722 0.10520 0.00360 0.00439
SN: 70822 12 0.48242 0.48242 42.24155 0.10730 0.00360 0.00699
SN: 281610 12 0.48250 0.48250 42.29055 0.10200 0.00360 0.00345
SN: 871171 12 0.48282 0.48282 42.16647 0.10950 0.00360 0.00405
SN: 538725 12 0.48402 0.48402 42.07142 0.10370 0.00360 0.00321
SN: 985722 12 0.48501 0.48501 42.26744 0.10990 0.00360 0.00758
SN: 259306 12 0.48530 0.48530 42.40515 0.09650 0.00360 0.00250
SN: 617755 12 0.48568 0.48568 42.15697 0.10420 0.00360 0.00866
SN: 272244 12 0.48571 0.48571 42.28666 0.10310 0.00360 0.00241
SN: 1094504 12 0.48592 0.48592 42.29780 0.10370 0.00360 0.00279
SN: 372167 12 0.48625 0.48625 42.20355 0.10410 0.00360 0.00565
SN: 510895 12 0.48656 0.48656 42.27077 0.11120 0.00360 0.00449
SN: 166367 12 0.48673 0.48673 41.92902 0.10300 0.00360 0.00297
SN: 811212 12 0.48712 0.48712 42.18924 0.10370 0.00360 0.00310
SN: 831935 12 0.48725 0.48725 42.14119 0.10620 0.00360 0.00424
SN: 876050 12 0.48728 0.48728 42.16746 0.10480 0.00360 0.00339
SN: 57270 12 0.48763 0.48763 42.27362 0.11530 0.00360 0.00480
SN: 1164196 12 0.48793 0.48793 42.13434 0.10840 0.00360 0.00253
SN: 892076 12 0.48808 0.48808 42.26485 0.10610 0.00360 0.00301
SN: 1094044 12 0.48863 0.48863 42.15913 0.11200 0.00350 0.01346
SN: 975756 12 0.48905 0.48905 42.12374 0.10350 0.00350 0.00471
SN: 436064 12 0.48906 0.48906 42.26221 0.10460 0.00350 0.00268
SN: 962637 12 0.48919 0.48919 42.26417 0.10380 0.00350 0.00310
SN: 420459 12 0.48955 0.48955 42.17199 0.10610 0.00350 0.00399
SN: 806951 12 0.49036 0.49036 42.20249 0.10590 0.00350 0.00337
SN: 985565 12 0.49074 0.49074 42.30339 0.10440 0.00350 0.00307
SN: 1041796 12 0.49083 0.49083 42.19284 0.12150 0.00350 0.00279
SN: 680473 12 0.49088 0.49088 42.25794 0.10410 0.00350 0.00490
SN: 700951 12 0.49093 0.49093 42.24133 0.10510 0.00350 0.00298
SN: 566640 12 0.49123 0.49123 42.41274 0.11200 0.00350 0.00459
SN: 695356 12 0.49126 0.49126 41.94888 0.10810 0.00350 0.00465
SN: 54878 12 0.49149 0.49149 42.15252 0.10640 0.00350 0.00376
SN: 9475 12 0.49167 0.49167 42.23329 0.10310 0.00350 0.00252
SN: 720059 12 0.49216 0.49216 42.24664 0.11410 0.00350 0.00457
SN: 439355 12 0.49274 0.49274 42.14122 0.10220 0.00350 0.00292
SN: 488191 12 0.49295 0.49295 42.39744 0.10100 0.00350 0.00413
SN: 909270 12 0.49317 0.49317 42.13574 0.10780 0.00350 0.00503
SN: 264119 12 0.49327 0.49327 41.96372 0.10250 0.00350 0.00235
SN: 541727 12 0.49348 0.49348 42.28336 0.10860 0.00350 0.00288
SN: 311079 12 0.49418 0.49418 42.31408 0.11130 0.00350 0.00325
SN: 619999 12 0.49473 0.49473 42.20159 0.10260 0.00350 0.00202
SN: 425190 12 0.49481 0.49481 42.19935 0.10130 0.00350 0.00958
SN: 990354 12 0.49486 0.49486 42.14115 0.10500 0.00350 0.00570
SN: 1077379 12 0.49505 0.49505 42.28092 0.12270 0.00350 0.00535
SN: 343394 12 0.49531 0.49531 42.37477 0.11100 0.00350 0.00394
SN: 733302 12 0.49542 0.49542 42.24527 0.10720 0.00350 0.00253
SN: 215144 12 0.49559 0.49559 42.14290 0.13110 0.00350 0.00527
SN: 967338 12 0.49589 0.49589 42.20423 0.10600 0.00350 0.00339
SN: 540023 12 0.49603 0.49603 42.20065 0.10200 0.00350 0.00364
SN: 1036452 12 0.49608 0.49608 42.20291 0.10320 0.00350 0.00338
SN: 386438 12 0.49613 0.49613 42.25655 0.10680 0.00350 0.20280
SN: 895618 12 0.49626 0.49626 42.27092 0.10210 0.00350 0.00285
SN: 863935 12 0.49704 0.49704 42.25007 0.10890 0.00350 0.00482
SN: 334901 12 0.49753 0.49753 42.34397 0.11020 0.00350 0.00719
SN: 695532 12 0.49761 0.49761 42.18387 0.10640 0.00350 0.00351
SN: 1125402 12 0.49775 0.49775 42.21978 0.10520 0.00350 0.00388
SN: 90018 12 0.49777 0.49777 42.11043 0.10700 0.00350 0.01600
SN: 856975 12 0.49815 0.49815 42.34595 0.11640 0.00350 0.00735
SN: 980125 12 0.49828 0.49828 42.20952 0.10270 0.00350 0.00435
SN: 772439 12 0.49862 0.49862 42.45799 0.10310 0.00350 0.00315
SN: 76692 12 0.49901 0.49901 42.23469 0.10790 0.00350 0.00598
SN: 303815 12 0.49939 0.49939 42.16119 0.11050 0.00350 0.00410
SN: 1135374 12 0.49953 0.49953 42.20979 0.10440 0.00350 0.00414
SN: 1061670 12 0.49989 0.49989 42.20668 0.12340 0.00350 0.03568
SN: 927874 12 0.50030 0.50030 42.40782 0.12070 0.00350 0.00678
SN: 293343 12 0.50058 0.50058 42.21099 0.10290 0.00350 0.00247
SN: 1131995 12 0.50063 0.50063 42.12443 0.10210 0.00350 0.00315
SN: 1022000 12 0.50098 0.50098 42.12661 0.13350 0.00350 0.00732
SN: 826471 12 0.50098 0.50098 42.21922 0.10540 0.00350 0.00392
SN: 406993 12 0.50106 0.50106 42.23857 0.10770 0.00350 0.00657
SN: 302464 12 0.50116 0.50116 42.15598 0.10050 0.00350 0.00405
SN: 1050099 12 0.50126 0.50126 42.35666 0.10700 0.00350 0.00544
SN: 852737 12 0.50133 0.50133 42.09805 0.10620 0.00350 0.00516
SN: 394884 12 0.50152 0.50152 42.30571 0.10380 0.00350 0.00228
SN: 637385 12 0.50158 0.50158 42.39792 0.10670 0.00350 0.00393
SN: 283322 12 0.50201 0.50201 42.23191 0.10430 0.00350 0.00357
SN: 709760 12 0.50205 0.50205 42.35455 0.11090 0.00350 0.00378
SN: 201413 12 0.50208 0.50208 42.33877 0.10910 0.00350 0.00491
SN: 355952 12 0.50215 0.50215 42.15068 0.10130 0.00350 0.00297
SN: 814143 12 0.50220 0.50220 42.38862 0.10930 0.00350 0.00380
SN: 149068 12 0.50276 0.50276 42.36179 0.10390 0.00350 0.00259
SN: 948592 12 0.50295 0.50295 42.10184 0.10600 0.00350 0.00806
SN: 109666 12 0.50342 0.50342 42.23153 0.10700 0.00350 0.00302
SN: 963684 12 0.50352 0.50352 42.44467 0.10780 0.00350 0.00410
SN: 81155 12 0.50390 0.50390 42.26045 0.11710 0.00350 0.00413
SN: 227927 12 0.50409 0.50409 42.23603 0.10370 0.00350 0.00285
SN: 843974 12 0.50474 0.50474 42.17621 0.10660 0.00340 0.00391
SN: 940845 12 0.50487 0.50487 42.54348 0.10650 0.00340 0.00333
SN: 364907 12 0.50589 0.50589 42.32623 0.10820 0.00340 0.00634
SN: 1091179 12 0.50590 0.50590 42.15151 0.10990 0.00340 0.00417
SN: 726014 12 0.50630 0.50630 42.22584 0.10580 0.00340 0.00338
SN: 568646 12 0.50631 0.50631 42.41995 0.11230 0.00340 0.00614
SN: 32070 12 0.50688 0.50688 42.20380 0.09970 0.00340 0.00288
SN: 635473 12 0.50689 0.50689 42.12051 0.12740 0.00340 0.00565
SN: 101578 12 0.50720 0.50720 42.37761 0.09630 0.00340 0.00474
SN: 1160507 12 0.50815 0.50815 42.51906 0.11060 0.00340 0.00519
SN: 172984 12 0.50956 0.50956 42.25564 0.12650 0.00340 0.00409
SN: 1113085 12 0.50966 0.50966 42.36801 0.10180 0.00340 0.00434
SN: 829339 12 0.50966 0.50966 42.46203 0.10960 0.00340 0.00502
SN: 220985 12 0.51048 0.51048 42.36695 0.13180 0.00340 0.00438
SN: 431281 12 0.51106 0.51106 42.44879 0.10570 0.00340 0.00275
SN: 476459 12 0.51193 0.51193 42.40148 0.10650 0.00340 0.00513
SN: 673783 12 0.51229 0.51229 42.29302 0.10550 0.00340 0.00338
SN: 779810 12 0.51257 0.51257 42.51330 0.10350 0.00340 0.00329
SN: 947186 12 0.51270 0.51270 42.39520 0.10360 0.00340 0.00302
SN: 165477 12 0.51280 0.51280 42.41122 0.11280 0.00340 0.00435
SN: 46556 12 0.51291 0.51291 42.46011 0.11810 0.00340 0.00476
SN: 392323 12 0.51293 0.51293 42.20881 0.10560 0.00340 0.00383
SN: 300843 12 0.51317 0.51317 42.39832 0.10430 0.00340 0.00281
SN: 675714 12 0.51317 0.51317 42.19997 0.14400 0.00340 0.01542
SN: 947016 12 0.51320 0.51320 42.25784 0.10380 0.00340 0.00248
SN: 1161087 12 0.51365 0.51365 42.19671 0.11090 0.00340 0.00596
SN: 1154855 12 0.51470 0.51470 42.26779 0.10910 0.00340 0.01409
SN: 829801 12 0.51484 0.51484 42.24921 0.10590 0.00340 0.00305
SN: 242147 12 0.51486 0.51486 42.45125 0.10990 0.00340 0.00337
SN: 500983 12 0.51546 0.51546 42.09107 0.11110 0.00340 0.00467
SN: 176928 12 0.51554 0.51554 42.24252 0.10830 0.00340 0.00357
SN: 630661 12 0.51566 0.51566 42.20792 0.11130 0.00340 0.00318
SN: 352377 12 0.51583 0.51583 42.40764 0.10530 0.00340 0.00760
SN: 251729 12 0.51640 0.51640 42.18318 0.10300 0.00340 0.00372
SN: 608326 12 0.51662 0.51662 42.28541 0.11690 0.00340 0.00565
SN: 875201 12 0.51763 0.51763 42.34087 0.10340 0.00340 0.00287
SN: 141185 12 0.51771 0.51771 42.42513 0.10590 0.00340 0.00354
SN: 149586 12 0.51804 0.51804 42.32772 0.10510 0.00340 0.00299
SN: 1056262 12 0.51845 0.51845 42.30864 0.10810 0.00340 0.00346
SN: 224958 12 0.51863 0.51863 42.32915 0.12150 0.00340 0.00433
SN: 389624 12 0.51868 0.51868 42.65018 0.10680 0.00340 0.00376
SN: 1022984 12 0.51876 0.51876 42.41676 0.11610 0.00340 0.00445
SN: 539357 12 0.51889 0.51889 42.27667 0.10360 0.00340 0.00673
SN: 1120307 12 0.51901 0.51901 42.29693 0.10430 0.00340 0.00430
SN: 837255 12 0.51911 0.51911 42.34897 0.10740 0.00340 0.00619
SN: 422479 12 0.51995 0.51995 42.60082 0.13090 0.00340 0.00728
SN: 197591 12 0.51998 0.51998 42.60173 0.10800 0.00340 0.00316
SN: 492816 12 0.52029 0.52029 42.56549 0.11030 0.00340 0.00299
SN: 788705 12 0.52042 0.52042 42.07308 0.10260 0.00340 0.00228
SN: 393764 12 0.52048 0.52048 42.35159 0.10540 0.00340 0.00350
SN: 514305 12 0.52069 0.52069 42.47715 0.11320 0.00340 0.00493
SN: 64716 12 0.52078 0.52078 42.40038 0.10870 0.00340 0.00357
SN: 1068039 12 0.52132 0.52132 42.57260 0.11060 0.00340 0.00433
SN: 60271 12 0.52147 0.52147 42.35728 0.10190 0.00340 0.00387
SN: 138041 12 0.52158 0.52158 42.26486 0.11640 0.00340 0.00619
SN: 172734 12 0.52188 0.52188 42.26991 0.10370 0.00340 0.00233
SN: 787349 12 0.52203 0.52203 42.37120 0.10750 0.00330 0.00377
SN: 765095 12 0.52205 0.52205 42.22957 0.10310 0.00330 0.31370
SN: 861904 12 0.52219 0.52219 42.44827 0.10960 0.00330 0.00311
SN: 929573 12 0.52225 0.52225 42.33392 0.10580 0.00330 0.00305
SN: 401918 12 0.52229 0.52229 42.49294 0.10630 0.00330 0.00353
SN: 492392 12 0.52229 0.52229 42.30605 0.10570 0.00330 0.00374
SN: 359106 12 0.52271 0.52271 42.45306 0.10520 0.00330 0.00358
SN: 976680 12 0.52283 0.52283 42.23320 0.10420 0.00330 0.00316
SN: 942056 12 0.52299 0.52299 42.28250 0.10530 0.00330 0.00284
SN: 380588 12 0.52303 0.52303 42.49046 0.11040 0.00330 0.00734
SN: 219980 12 0.52329 0.52329 42.29014 0.10240 0.00330 0.00190
SN: 536963 12 0.52364 0.52364 42.41967 0.12530 0.00330 0.00440
SN: 143756 12 0.52404 0.52404 42.38450 0.10540 0.00330 0.00280
