# MU = distance modulus corrected for bias and contamination
# MUERR = stat-uncertainty on MU 
# MUERR_SYS = sqrt(COVSYS_DIAG) for 'ALL' sys (diagnostic)
#
VARNAMES: CID IDSURVEY zCMB zHEL MU MUERR MUERR_VPEC MUERR_SYS
SN: 763661 12 0.81531 0.81531 43.60363 0.13850 0.00230 0.00224
SN: 3172 12 0.81552 0.81552 43.58756 0.13320 0.00230 0.02233
SN: 260828 12 0.81559 0.81559 43.76159 0.15060 0.00230 0.00753
SN: 481506 12 0.81566 0.81566 43.44281 0.13180 0.00230 0.05645
SN: 129934 12 0.81624 0.81624 43.57414 0.14510 0.00230 0.00331
SN: 931401 12 0.81640 0.81640 43.56077 0.14680 0.00230 0.00863
SN: 870089 12 0.81682 0.81682 43.47693 0.15350 0.00230 0.00857
SN: 283226 12 0.81691 0.81691 43.71312 0.14310 0.00230 0.00742
SN: 304289 12 0.81704 0.81704 43.21169 0.13560 0.00230 0.00412
SN: 553018 12 0.81708 0.81708 44.11614 0.20700 0.00230 0.01006
SN: 148771 12 0.81712 0.81712 43.57360 0.14440 0.00230 0.01162
SN: 1128753 12 0.81720 0.81720 43.59282 0.15000 0.00230 0.00503
SN: 1082537 12 0.81734 0.81734 43.68138 0.15810 0.00230 0.12793
SN: 1108323 12 0.81740 0.81740 43.46575 0.14930 0.00230 0.23583
SN: 65436 12 0.81740 0.81740 43.30373 0.14720 0.00230 0.03025
SN: 392311 12 0.81764 0.81764 43.66107 0.21760 0.00230 0.05172
SN: 517294 12 0.81776 0.81776 43.36188 0.16620 0.00230 0.01274
SN: 717401 12 0.81781 0.81781 43.75156 0.13370 0.00230 0.00285
SN: 627079 12 0.81785 0.81785 43.37353 0.16050 0.00230 0.00556
SN: 631822 12 0.81796 0.81796 43.75960 0.15860 0.00230 0.00357
SN: 1154184 12 0.81803 0.81803 43.62127 0.17580 0.00230 0.00403
SN: 347828 12 0.81836 0.81836 43.67920 0.15420 0.00230 0.00457
SN: 1061454 12 0.81875 0.81875 43.34178 0.13730 0.00230 0.01249
SN: 1082243 12 0.81901 0.81901 43.50165 0.15700 0.00230 0.00412
SN: 1153315 12 0.81933 0.81933 43.37651 0.14340 0.00230 0.00586
SN: 215939 12 0.81941 0.81941 43.49460 0.14220 0.00230 0.00606
SN: 219789 12 0.81947 0.81947 43.64580 0.16830 0.00230 0.05021
SN: 552449 12 0.81961 0.81961 43.67738 0.14840 0.00230 0.00546
SN: 912003 12 0.81973 0.81973 43.75244 0.16010 0.00230 0.00844
SN: 1104445 12 0.81975 0.81975 43.56534 0.16340 0.00230 0.02232
SN: 907637 12 0.81981 0.81981 43.55722 0.16880 0.00230 0.02545
SN: 362818 12 0.81987 0.81987 43.53892 0.18390 0.00230 0.00525
SN: 703277 12 0.82033 0.82033 43.46675 0.19050 0.00230 0.00447
SN: 285275 12 0.82039 0.82039 43.62252 0.15160 0.00230 0.01367
SN: 119104 12 0.82050 0.82050 43.72437 0.15080 0.00230 0.76542
SN: 287345 12 0.82073 0.82073 43.60966 0.19620 0.00230 0.00624
SN: 1159694 12 0.82083 0.82083 43.53644 0.14950 0.00230 0.01237
SN: 35124 12 0.82084 0.82084 43.58029 0.14720 0.00230 0.00421
SN: 214892 12 0.82182 0.82182 43.57713 0.13710 0.00230 0.00277
SN: 1133102 12 0.82190 0.82190 43.54889 0.14730 0.00230 0.00364
SN: 524351 12 0.82199 0.82199 43.61375 0.17150 0.00230 0.00702
SN: 175176 12 0.82201 0.82201 43.58162 0.19070 0.00230 0.00632
SN: 1071967 12 0.82211 0.82211 43.71630 0.17160 0.00230 0.04252
SN: 836770 12 0.82211 0.82211 43.31374 0.12730 0.00230 0.00845
SN: 372121 12 0.82217 0.82217 43.53968 0.14770 0.00230 0.00603
SN: 890253 12 0.82238 0.82238 43.51735 0.14660 0.00230 0.00939
SN: 565398 12 0.82244 0.82244 43.49174 0.16930 0.00230 0.01346
SN: 220226 12 0.82259 0.82259 43.56202 0.13640 0.00230 0.00642
SN: 942319 12 0.82268 0.82268 44.02045 0.21440 0.00230 0.00557
SN: 559076 12 0.82286 0.82286 43.67955 0.19790 0.00230 0.00942
SN: 700859 12 0.82287 0.82287 43.39045 0.14460 0.00230 0.01206
SN: 769289 12 0.82291 0.82291 43.50866 0.13580 0.00230 0.00741
SN: 596150 12 0.82302 0.82302 43.58589 0.16530 0.00230 0.00259
SN: 239091 12 0.82367 0.82367 43.44402 0.13400 0.00230 0.00359
SN: 418324 12 0.82368 0.82368 43.41768 0.17330 0.00230 0.02385
SN: 310483 12 0.82406 0.82406 43.45774 0.12260 0.00230 0.00262
SN: 27283 12 0.82407 0.82407 43.54986 0.12860 0.00230 0.00338
SN: 643260 12 0.82420 0.82420 43.73367 0.18720 0.00230 0.00499
SN: 795266 12 0.82425 0.82425 43.81324 0.16360 0.00230 0.00358
SN: 570873 12 0.82444 0.82444 43.65816 0.14550 0.00230 0.00741
SN: 49456 12 0.82463 0.82463 43.59007 0.14490 0.00230 0.00389
SN: 774922 12 0.82495 0.82495 43.16259 0.14370 0.00230 0.25316
SN: 231622 12 0.82515 0.82515 43.58941 0.14250 0.00230 0.00637
SN: 692878 12 0.82519 0.82519 43.82370 0.17790 0.00230 0.01523
SN: 347153 12 0.82539 0.82539 43.65251 0.14590 0.00230 0.00219
SN: 377089 12 0.82543 0.82543 43.47070 0.18990 0.00230 0.01592
SN: 271029 12 0.82577 0.82577 43.73226 0.17120 0.00230 0.01283
SN: 512522 12 0.82581 0.82581 43.89654 0.18700 0.00230 0.00586
SN: 405302 12 0.82606 0.82606 43.57590 0.16180 0.00230 0.00539
SN: 672096 12 0.82624 0.82624 43.61608 0.13980 0.00230 0.00685
SN: 20230 12 0.82640 0.82640 43.73854 0.17870 0.00230 0.01192
SN: 1087699 12 0.82656 0.82656 43.78073 0.16160 0.00230 0.00414
SN: 219666 12 0.82657 0.82657 43.46571 0.13720 0.00230 0.00292
SN: 919233 12 0.82658 0.82658 44.00567 0.17050 0.00230 0.00536
SN: 980194 12 0.82658 0.82658 43.76535 0.18970 0.00230 0.12082
SN: 826113 12 0.82660 0.82660 43.57924 0.15640 0.00230 0.00473
SN: 9129 12 0.82664 0.82664 43.53913 0.15290 0.00230 0.00561
SN: 152318 12 0.82723 0.82723 43.48268 0.14920 0.00230 0.01813
SN: 1001271 12 0.82733 0.82733 43.46807 0.12360 0.00230 0.00421
SN: 906909 12 0.82763 0.82763 43.53138 0.14310 0.00230 0.06381
SN: 103868 12 0.82765 0.82765 43.77137 0.19600 0.00230 0.01607
SN: 569615 12 0.82780 0.82780 43.43865 0.16280 0.00230 0.00447
SN: 487156 12 0.82794 0.82794 43.56950 0.14520 0.00230 0.00347
SN: 918748 12 0.82794 0.82794 43.40942 0.14270 0.00230 0.00308
SN: 45505 12 0.82798 0.82798 44.03334 0.18320 0.00230 0.00979
SN: 549061 12 0.82812 0.82812 43.73032 0.18180 0.00230 0.01347
SN: 815721 12 0.82822 0.82822 43.65445 0.15890 0.00230 0.00381
SN: 561487 12 0.82845 0.82845 43.33749 0.14010 0.00230 0.00536
SN: 692383 12 0.82855 0.82855 43.76651 0.16340 0.00230 0.00410
SN: 811582 12 0.82869 0.82869 43.46355 0.17060 0.00230 0.00587
SN: 380137 12 0.82894 0.82894 43.50206 0.19230 0.00230 0.00562
SN: 14987 12 0.82895 0.82895 43.51142 0.18240 0.00230 0.00421
SN: 1096316 12 0.82905 0.82905 43.55681 0.16290 0.00230 0.00617
SN: 537660 12 0.82967 0.82967 43.65092 0.13180 0.00230 0.00274
SN: 49597 12 0.82976 0.82976 43.54568 0.14490 0.00230 0.00460
SN: 906623 12 0.82976 0.82976 43.86610 0.15990 0.00230 0.00573
SN: 342002 12 0.82985 0.82985 43.57591 0.14220 0.00230 0.01166
SN: 672073 12 0.83008 0.83008 43.53498 0.12620 0.00230 0.02798
SN: 526786 12 0.83010 0.83010 43.68392 0.19070 0.00230 0.00525
SN: 352368 12 0.83074 0.83074 43.62670 0.13910 0.00230 0.00633
SN: 301947 12 0.83087 0.83087 43.31605 0.14900 0.00230 0.00490
SN: 991548 12 0.83087 0.83087 43.72031 0.14810 0.00230 0.00620
SN: 89395 12 0.83092 0.83092 43.70470 0.16630 0.00230 0.00624
SN: 1090593 12 0.83098 0.83098 43.65192 0.17700 0.00230 0.02006
SN: 1027395 12 0.83113 0.83113 43.53263 0.14840 0.00230 0.00556
SN: 821596 12 0.83141 0.83141 43.56127 0.15270 0.00230 0.00291
SN: 449894 12 0.83150 0.83150 43.97809 0.17180 0.00230 0.00582
SN: 1043493 12 0.83158 0.83158 43.62331 0.17540 0.00230 0.01235
SN: 673619 12 0.83168 0.83168 43.53774 0.15760 0.00230 0.01158
SN: 581155 12 0.83170 0.83170 43.45699 0.11990 0.00230 0.00398
SN: 531654 12 0.83172 0.83172 43.87220 0.16000 0.00230 0.00463
SN: 365239 12 0.83181 0.83181 43.71398 0.17730 0.00230 0.17806
SN: 202403 12 0.83215 0.83215 43.42198 0.15220 0.00230 0.00972
SN: 776022 12 0.83217 0.83217 43.72624 0.15470 0.00230 0.00738
SN: 123925 12 0.83269 0.83269 43.71808 0.15840 0.00230 0.00680
SN: 140583 12 0.83285 0.83285 43.35924 0.15740 0.00230 0.02034
SN: 852332 12 0.83289 0.83289 43.38881 0.15930 0.00230 0.01016
SN: 1710 12 0.83292 0.83292 43.65337 0.15680 0.00230 0.01928
SN: 1075296 12 0.83313 0.83313 43.35497 0.14490 0.00230 0.05835
SN: 1123824 12 0.83322 0.83322 43.97279 0.15730 0.00220 0.01987
SN: 501383 12 0.83344 0.83344 44.01060 0.19020 0.00220 0.00692
SN: 489925 12 0.83345 0.83345 43.49853 0.17560 0.00220 0.00394
SN: 923642 12 0.83346 0.83346 43.80583 0.13690 0.00220 0.00419
SN: 425095 12 0.83359 0.83359 43.09679 0.17880 0.00220 0.00675
SN: 170829 12 0.83362 0.83362 43.40862 0.12100 0.00220 0.00473
SN: 713992 12 0.83385 0.83385 43.63675 0.15880 0.00220 0.00627
SN: 700381 12 0.83389 0.83389 43.74578 0.17310 0.00220 0.01300
SN: 1015926 12 0.83416 0.83416 43.71025 0.15930 0.00220 0.01972
SN: 884386 12 0.83420 0.83420 43.58264 0.13710 0.00220 0.02112
SN: 1072577 12 0.83425 0.83425 43.73470 0.19950 0.00220 0.00687
SN: 485912 12 0.83439 0.83439 43.64455 0.15380 0.00220 0.00746
SN: 247507 12 0.83446 0.83446 43.89077 0.17810 0.00220 0.00386
SN: 709751 12 0.83449 0.83449 43.57172 0.14000 0.00220 0.00682
SN: 574126 12 0.83457 0.83457 43.48480 0.18910 0.00220 0.01253
SN: 701647 12 0.83479 0.83479 43.87599 0.19230 0.00220 0.01874
SN: 773917 12 0.83492 0.83492 43.39781 0.14350 0.00220 0.00610
SN: 787283 12 0.83507 0.83507 43.52804 0.15350 0.00220 0.01375
SN: 348732 12 0.83516 0.83516 43.71554 0.15230 0.00220 0.01397
SN: 531842 12 0.83535 0.83535 43.73832 0.14680 0.00220 0.00489
SN: 490341 12 0.83569 0.83569 43.75419 0.17280 0.00220 0.04451
SN: 824602 12 0.83584 0.83584 43.53216 0.14770 0.00220 0.00546
SN: 713903 12 0.83591 0.83591 43.56894 0.14840 0.00220 0.02003
SN: 855866 12 0.83594 0.83594 43.57311 0.14470 0.00220 0.00552
SN: 292085 12 0.83622 0.83622 43.53838 0.16830 0.00220 0.00426
SN: 787841 12 0.83623 0.83623 43.43015 0.13500 0.00220 0.01082
SN: 589442 12 0.83626 0.83626 43.12770 0.14530 0.00220 0.00509
SN: 15124 12 0.83630 0.83630 43.50614 0.17110 0.00220 0.04912
SN: 97171 12 0.83646 0.83646 43.58563 0.20390 0.00220 0.01332
SN: 930327 12 0.83657 0.83657 43.51718 0.11750 0.00220 0.00387
SN: 1089053 12 0.83674 0.83674 43.38637 0.13610 0.00220 0.00530
SN: 332193 12 0.83709 0.83709 43.73650 0.15990 0.00220 0.00934
SN: 829515 12 0.83737 0.83737 43.67520 0.16310 0.00220 0.00660
SN: 887956 12 0.83739 0.83739 43.86818 0.19760 0.00220 0.00794
SN: 893330 12 0.83762 0.83762 43.69942 0.15490 0.00220 0.00530
SN: 462600 12 0.83775 0.83775 43.50719 0.15410 0.00220 0.00524
SN: 198641 12 0.83815 0.83815 43.85276 0.17990 0.00220 0.00585
SN: 373012 12 0.83816 0.83816 43.87856 0.17880 0.00220 0.00690
SN: 445906 12 0.83823 0.83823 43.63854 0.16150 0.00220 0.01472
SN: 313844 12 0.83833 0.83833 43.43541 0.17230 0.00220 0.01045
SN: 1145577 12 0.83879 0.83879 43.73895 0.14920 0.00220 0.01538
SN: 593016 12 0.83881 0.83881 43.64353 0.15180 0.00220 0.00372
SN: 224357 12 0.83885 0.83885 43.71381 0.15970 0.00220 0.00481
SN: 873036 12 0.83886 0.83886 43.60753 0.16270 0.00220 0.01966
SN: 643831 12 0.83890 0.83890 43.63375 0.16380 0.00220 0.01917
SN: 912967 12 0.83890 0.83890 43.70289 0.14890 0.00220 0.01585
SN: 125619 12 0.83893 0.83893 43.56645 0.15310 0.00220 0.00960
SN: 867209 12 0.83893 0.83893 43.88909 0.17300 0.00220 0.00796
SN: 435771 12 0.83911 0.83911 43.51427 0.18080 0.00220 0.00508
SN: 1163081 12 0.83933 0.83933 43.42124 0.20160 0.00220 0.00608
SN: 554897 12 0.83950 0.83950 43.65453 0.14050 0.00220 0.00734
SN: 788817 12 0.83956 0.83956 43.63899 0.15030 0.00220 0.00744
SN: 353572 12 0.83968 0.83968 43.51760 0.17120 0.00220 0.00360
SN: 407435 12 0.83978 0.83978 43.59789 0.17830 0.00220 0.00708
SN: 307840 12 0.83996 0.83996 43.75366 0.16480 0.00220 0.00760
SN: 643154 12 0.83999 0.83999 43.96199 0.17010 0.00220 0.00526
SN: 868869 12 0.84004 0.84004 43.80331 0.17460 0.00220 0.02410
SN: 877169 12 0.84016 0.84016 43.79653 0.14010 0.00220 0.00462
SN: 1162980 12 0.84021 0.84021 43.55802 0.15410 0.00220 0.00692
SN: 814835 12 0.84022 0.84022 43.71388 0.16140 0.00220 0.00772
SN: 629849 12 0.84034 0.84034 43.86969 0.20490 0.00220 0.00691
SN: 429540 12 0.84037 0.84037 43.72558 0.13390 0.00220 0.00374
SN: 437992 12 0.84039 0.84039 43.58043 0.15770 0.00220 0.00523
SN: 56497 12 0.84052 0.84052 43.71251 0.14510 0.00220 0.00626
SN: 393169 12 0.84053 0.84053 43.55983 0.16530 0.00220 0.00978
SN: 922284 12 0.84062 0.84062 43.52722 0.14270 0.00220 0.00579
SN: 1146691 12 0.84107 0.84107 43.75026 0.16670 0.00220 0.01071
SN: 473917 12 0.84113 0.84113 43.70574 0.15290 0.00220 0.00553
SN: 526808 12 0.84122 0.84122 43.62978 0.19100 0.00220 0.00480
SN: 937589 12 0.84125 0.84125 43.47214 0.19280 0.00220 0.01482
SN: 544698 12 0.84141 0.84141 43.51617 0.14850 0.00220 0.00468
SN: 755310 12 0.84151 0.84151 43.33424 0.14880 0.00220 0.01009
SN: 747067 12 0.84160 0.84160 43.80041 0.16070 0.00220 0.00609
SN: 90296 12 0.84167 0.84167 43.80971 0.14190 0.00220 0.00297
SN: 16986 12 0.84185 0.84185 43.81775 0.15930 0.00220 0.00561
SN: 473442 12 0.84188 0.84188 43.66723 0.17680 0.00220 0.00980
SN: 76127 12 0.84196 0.84196 43.36114 0.14730 0.00220 0.00572
SN: 86521 12 0.84198 0.84198 43.64822 0.15440 0.00220 0.00513
SN: 301128 12 0.84220 0.84220 43.60056 0.14950 0.00220 0.00446
SN: 786517 12 0.84237 0.84237 43.54227 0.19200 0.00220 0.00376
SN: 182075 12 0.84240 0.84240 43.71213 0.16060 0.00220 0.00594
SN: 799352 12 0.84263 0.84263 43.70280 0.16830 0.00220 0.00673
SN: 574425 12 0.84272 0.84272 43.56104 0.15910 0.00220 0.00304
SN: 467955 12 0.84273 0.84273 43.58254 0.14240 0.00220 0.00484
SN: 158748 12 0.84276 0.84276 43.61129 0.16040 0.00220 0.00490
SN: 781307 12 0.84282 0.84282 43.43975 0.14990 0.00220 0.00326
SN: 929740 12 0.84306 0.84306 43.65061 0.14650 0.00220 0.00934
SN: 100826 12 0.84313 0.84313 43.72226 0.16180 0.00220 0.00537
SN: 785891 12 0.84314 0.84314 43.44828 0.14390 0.00220 0.00373
SN: 550485 12 0.84326 0.84326 43.57491 0.13370 0.00220 0.00226
SN: 337388 12 0.84343 0.84343 43.46619 0.16040 0.00220 0.01187
SN: 693672 12 0.84354 0.84354 43.80200 0.16530 0.00220 0.00904
SN: 294949 12 0.84359 0.84359 43.55214 0.14220 0.00220 0.00717
SN: 827417 12 0.84386 0.84386 43.78486 0.16210 0.00220 0.01745
SN: 461321 12 0.84396 0.84396 43.67686 0.17560 0.00220 0.00434
SN: 143217 12 0.84402 0.84402 43.75516 0.15060 0.00220 0.04910
SN: 144040 12 0.84416 0.84416 43.45869 0.13090 0.00220 0.00331
SN: 929897 12 0.84421 0.84421 43.87756 0.14710 0.00220 0.01098
SN: 348745 12 0.84437 0.84437 43.64200 0.17140 0.00220 0.01307
SN: 1059421 12 0.84440 0.84440 43.68917 0.15480 0.00220 0.00770
SN: 337784 12 0.84478 0.84478 43.74445 0.17460 0.00220 0.00323
SN: 719274 12 0.84480 0.84480 44.04078 0.15670 0.00220 0.00772
SN: 151775 12 0.84490 0.84490 43.65743 0.16040 0.00220 0.02315
SN: 18330 12 0.84506 0.84506 43.78606 0.15990 0.00220 0.00769
SN: 1078736 12 0.84512 0.84512 43.39293 0.16720 0.00220 0.32756
SN: 764232 12 0.84521 0.84521 43.51150 0.15470 0.00220 0.00334
SN: 674478 12 0.84531 0.84531 43.71919 0.20700 0.00220 0.02130
SN: 881542 12 0.84542 0.84542 43.86222 0.24320 0.00220 0.00470
SN: 731759 12 0.84600 0.84600 43.57115 0.17720 0.00220 0.00675
SN: 145641 12 0.84606 0.84606 43.63212 0.16010 0.00220 0.01041
SN: 1064856 12 0.84612 0.84612 43.36654 0.13310 0.00220 0.00708
SN: 488268 12 0.84635 0.84635 44.07425 0.16550 0.00220 0.00600
SN: 130911 12 0.84677 0.84677 43.47144 0.13400 0.00220 0.05606
SN: 152553 12 0.84683 0.84683 43.69140 0.14750 0.00220 0.00279
SN: 702692 12 0.84686 0.84686 43.67105 0.15720 0.00220 0.00438
SN: 78552 12 0.84720 0.84720 43.63872 0.14610 0.00220 0.00524
SN: 179703 12 0.84740 0.84740 43.63736 0.15860 0.00220 0.00570
SN: 1017858 12 0.84758 0.84758 43.81664 0.15630 0.00220 0.00829
SN: 1073230 12 0.84760 0.84760 43.34714 0.14410 0.00220 0.00654
SN: 3731 12 0.84768 0.84768 43.56842 0.14990 0.00220 0.00541
SN: 784580 12 0.84771 0.84771 43.58562 0.15880 0.00220 0.00434
SN: 175866 12 0.84799 0.84799 43.62327 0.16340 0.00220 0.00457
SN: 250844 12 0.84812 0.84812 44.09035 0.20570 0.00220 0.01073
SN: 1103761 12 0.84832 0.84832 43.67509 0.15860 0.00220 0.00482
SN: 821687 12 0.84834 0.84834 43.60002 0.17510 0.00220 0.00995
SN: 1098004 12 0.84835 0.84835 43.46133 0.15570 0.00220 0.01040
SN: 970590 12 0.84854 0.84854 43.63693 0.15860 0.00220 0.30050
SN: 415859 12 0.84860 0.84860 43.77847 0.14390 0.00220 0.00876
SN: 909965 12 0.84873 0.84873 43.62878 0.15960 0.00220 0.00540
SN: 555389 12 0.84916 0.84916 43.40047 0.13770 0.00220 0.00817
SN: 615688 12 0.84932 0.84932 43.67334 0.14140 0.00220 0.01006
SN: 322285 12 0.84933 0.84933 43.45028 0.16920 0.00220 0.26744
SN: 1161941 12 0.84939 0.84939 43.74522 0.17080 0.00220 0.00722
SN: 365602 12 0.84961 0.84961 43.75120 0.16510 0.00220 0.00527
SN: 410853 12 0.84963 0.84963 43.89863 0.17650 0.00220 0.00306
SN: 438719 12 0.84981 0.84981 43.75816 0.17040 0.00220 0.00616
SN: 324134 12 0.85019 0.85019 43.44157 0.17280 0.00220 0.00811
SN: 917827 12 0.85028 0.85028 43.67503 0.15710 0.00220 0.00849
SN: 597590 12 0.85030 0.85030 43.67809 0.17160 0.00220 0.01169
SN: 956780 12 0.85046 0.85046 43.46813 0.13370 0.00220 0.00768
SN: 680599 12 0.85082 0.85082 43.59506 0.16490 0.00220 0.00593
SN: 988033 12 0.85091 0.85091 43.60802 0.15890 0.00220 0.00774
SN: 355570 12 0.85099 0.85099 43.46400 0.16080 0.00220 0.00557
SN: 426199 12 0.85124 0.85124 43.71235 0.16200 0.00220 0.00550
SN: 583443 12 0.85141 0.85141 43.57031 0.12520 0.00220 0.00253
SN: 713179 12 0.85147 0.85147 43.32162 0.18690 0.00220 0.00576
SN: 976224 12 0.85154 0.85154 43.46422 0.14700 0.00220 0.02191
SN: 592704 12 0.85159 0.85159 43.93926 0.22920 0.00220 0.00637
SN: 108155 12 0.85161 0.85161 43.80688 0.19250 0.00220 0.01170
SN: 1121902 12 0.85172 0.85172 43.52845 0.13390 0.00220 0.00375
SN: 920121 12 0.85175 0.85175 43.73335 0.14150 0.00220 0.00532
SN: 406712 12 0.85218 0.85218 43.22981 0.13320 0.00220 0.00828
SN: 1091677 12 0.85221 0.85221 43.59040 0.14780 0.00220 0.00463
SN: 899687 12 0.85225 0.85225 43.43256 0.18570 0.00220 0.00801
SN: 864956 12 0.85250 0.85250 43.60303 0.14020 0.00220 0.00385
SN: 972757 12 0.85253 0.85253 43.80162 0.16220 0.00220 0.01827
SN: 714300 12 0.85261 0.85261 43.67053 0.15290 0.00220 0.00632
SN: 1046403 12 0.85271 0.85271 43.71886 0.14950 0.00220 0.00715
SN: 751730 12 0.85284 0.85284 43.32369 0.14230 0.00220 0.10692
SN: 211682 12 0.85307 0.85307 43.71156 0.18190 0.00220 0.00674
SN: 534149 12 0.85314 0.85314 43.32391 0.16540 0.00220 0.00440
SN: 302308 12 0.85329 0.85329 43.58006 0.14810 0.00220 0.00860
SN: 755550 12 0.85329 0.85329 43.68764 0.16220 0.00220 0.00451
SN: 496752 12 0.85353 0.85353 43.85793 0.15870 0.00220 0.01028
SN: 82787 12 0.85353 0.85353 43.62235 0.16690 0.00220 0.03186
SN: 429605 12 0.85364 0.85364 43.89816 0.16340 0.00220 0.02175
SN: 1136135 12 0.85383 0.85383 43.74345 0.14480 0.00220 0.00231
SN: 600232 12 0.85429 0.85429 43.47051 0.14270 0.00220 0.00479
SN: 187983 12 0.85462 0.85462 43.76267 0.16870 0.00220 0.00438
SN: 995666 12 0.85470 0.85470 43.67393 0.24550 0.00220 0.05402
SN: 1003603 12 0.85471 0.85471 43.68673 0.15880 0.00220 0.02001
SN: 546392 12 0.85473 0.85473 43.49933 0.14920 0.00220 0.01499
SN: 126787 12 0.85485 0.85485 43.67537 0.17440 0.00220 0.01071
SN: 645165 12 0.85563 0.85563 43.66886 0.18830 0.00220 0.00703
SN: 941828 12 0.85564 0.85564 43.56037 0.23190 0.00220 0.00488
SN: 1052280 12 0.85596 0.85596 43.57579 0.18370 0.00220 0.00916
SN: 841787 12 0.85596 0.85596 43.49296 0.14300 0.00220 0.00952
SN: 923810 12 0.85672 0.85672 43.52478 0.17270 0.00220 0.01416
SN: 9413 12 0.85678 0.85678 43.64024 0.15550 0.00220 0.00394
SN: 464428 12 0.85687 0.85687 43.71776 0.21750 0.00220 0.00488
SN: 179127 12 0.85749 0.85749 43.51034 0.14690 0.00220 0.00748
SN: 413177 12 0.85751 0.85751 43.66707 0.15920 0.00220 0.03243
SN: 829198 12 0.85753 0.85753 43.60057 0.17040 0.00220 0.00631
SN: 519552 12 0.85785 0.85785 43.88227 0.19700 0.00220 0.00983
SN: 991129 12 0.85791 0.85791 43.76494 0.16410 0.00220 0.00564
SN: 27069 12 0.85798 0.85798 43.67595 0.14890 0.00220 0.00279
SN: 1046842 12 0.85801 0.85801 43.89368 0.17900 0.00220 0.01240
SN: 110887 12 0.85871 0.85871 43.76981 0.18590 0.00220 0.13889
SN: 1078760 12 0.85902 0.85902 43.79127 0.16240 0.00220 0.01074
SN: 79173 12 0.85908 0.85908 43.75212 0.15860 0.00220 0.00547
SN: 257003 12 0.85913 0.85913 43.53681 0.14970 0.00220 0.01756
SN: 1025862 12 0.85914 0.85914 43.85368 0.17360 0.00220 0.01515
SN: 432951 12 0.85914 0.85914 44.17971 0.15710 0.00220 0.00370
SN: 626299 12 0.85921 0.85921 43.94863 0.17310 0.00220 0.00440
SN: 563124 12 0.85933 0.85933 43.67090 0.15930 0.00220 0.01248
SN: 289099 12 0.85936 0.85936 43.55588 0.13650 0.00220 0.00750
SN: 1011263 12 0.85962 0.85962 43.79913 0.15930 0.00220 0.00999
SN: 723294 12 0.85972 0.85972 43.70119 0.21790 0.00220 0.01271
SN: 1014003 12 0.85980 0.85980 43.34948 0.17250 0.00220 0.00842
SN: 1043600 12 0.85988 0.85988 43.51109 0.11450 0.00220 0.01091
SN: 279141 12 0.86000 0.86000 43.95758 0.19560 0.00220 0.00865
SN: 507453 12 0.86003 0.86003 43.86455 0.15240 0.00220 0.00572
SN: 573029 12 0.86005 0.86005 43.72836 0.15340 0.00220 0.00480
SN: 207915 12 0.86015 0.86015 44.01648 0.20490 0.00220 0.01518
SN: 210764 12 0.86025 0.86025 43.77729 0.20530 0.00220 0.01764
SN: 1085791 12 0.86045 0.86045 43.86768 0.30190 0.00220 0.01955
SN: 463676 12 0.86068 0.86068 43.72718 0.17100 0.00220 0.00656
SN: 246484 12 0.86075 0.86075 43.64610 0.17640 0.00220 0.04724
SN: 280048 12 0.86113 0.86113 43.59387 0.13650 0.00220 0.00268
SN: 391199 12 0.86150 0.86150 43.85391 0.17220 0.00220 0.00381
SN: 284530 12 0.86157 0.86157 43.59465 0.16740 0.00220 0.01585
SN: 478330 12 0.86157 0.86157 43.51105 0.18790 0.00220 0.00950
SN: 45267 12 0.86166 0.86166 43.21721 0.19940 0.00220 0.01609
SN: 1165561 12 0.86184 0.86184 43.58871 0.15440 0.00220 0.00389
SN: 52307 12 0.86189 0.86189 43.63518 0.14840 0.00220 0.34848
SN: 286118 12 0.86197 0.86197 43.65229 0.18000 0.00220 0.00517
SN: 836512 12 0.86204 0.86204 43.83181 0.24320 0.00220 0.27370
SN: 584735 12 0.86221 0.86221 43.91825 0.15920 0.00220 0.00949
SN: 667629 12 0.86235 0.86235 44.08382 0.16450 0.00220 0.12096
SN: 499856 12 0.86252 0.86252 43.79283 0.17110 0.00220 0.01166
SN: 643696 12 0.86261 0.86261 43.87026 0.14960 0.00220 0.00356
SN: 1087695 12 0.86263 0.86263 43.74505 0.16020 0.00220 0.00451
SN: 997332 12 0.86268 0.86268 43.75152 0.14140 0.00220 0.02394
SN: 853885 12 0.86276 0.86276 43.65945 0.14950 0.00220 0.00653
SN: 989133 12 0.86282 0.86282 43.62177 0.17160 0.00220 0.06013
SN: 696103 12 0.86285 0.86285 43.78716 0.15740 0.00220 0.01109
SN: 866198 12 0.86289 0.86289 43.90179 0.21960 0.00220 0.00827
SN: 954716 12 0.86298 0.86298 43.44340 0.14490 0.00220 0.01482
SN: 1170589 12 0.86300 0.86300 43.50908 0.17010 0.00220 0.00557
SN: 506236 12 0.86306 0.86306 43.59347 0.18830 0.00220 0.00474
SN: 197191 12 0.86310 0.86310 44.29171 0.29200 0.00220 0.00821
SN: 687396 12 0.86310 0.86310 43.79900 0.17180 0.00220 0.00733
SN: 852635 12 0.86321 0.86321 44.03874 0.19570 0.00220 0.00575
SN: 120361 12 0.86323 0.86323 43.47577 0.14300 0.00220 0.00683
SN: 251779 12 0.86334 0.86334 43.68647 0.18260 0.00220 0.00644
