# MU = distance modulus corrected for bias and contamination
# MUERR = stat-uncertainty on MU 
# MUERR_SYS = sqrt(COVSYS_DIAG) for 'ALL' sys (diagnostic)
# ISDATA_REAL: 0  # flag for cosmology fitter to choose blind option # 5785
zCMB zHEL MU MUERR MUERR_SYS
7.284000000000000197e-02 7.284000000000000197e-02 3.742280000000000229e+01 1.052000000000000018e-01 6.790000000000000029e-03
7.288999999999999646e-02 7.288999999999999646e-02 3.766613000000000255e+01 1.169000000000000039e-01 6.570000000000000319e-03
7.296999999999999320e-02 7.296999999999999320e-02 3.752333999999999747e+01 1.034000000000000058e-01 7.049999999999999843e-03
7.310999999999999444e-02 7.310999999999999444e-02 3.762619999999999720e+01 1.044999999999999957e-01 6.479999999999999649e-03
7.313000000000000056e-02 7.313000000000000056e-02 3.764665999999999713e+01 1.020999999999999963e-01 6.329999999999999689e-03
7.315000000000000668e-02 7.315000000000000668e-02 3.767775000000000318e+01 1.029000000000000054e-01 6.729999999999999871e-03
7.323999999999999955e-02 7.323999999999999955e-02 3.774143000000000114e+01 9.339999999999999691e-02 6.470000000000000057e-03
7.333000000000000629e-02 7.333000000000000629e-02 3.789171999999999940e+01 1.421000000000000041e-01 7.709999999999999840e-03
7.338999999999999690e-02 7.338999999999999690e-02 3.765854000000000212e+01 1.184000000000000052e-01 6.279999999999999992e-03
7.341999999999999915e-02 7.341999999999999915e-02 3.761370999999999754e+01 1.103999999999999981e-01 6.470000000000000057e-03
7.345000000000000140e-02 7.345000000000000140e-02 3.755973000000000184e+01 1.015000000000000069e-01 6.960000000000000041e-03
7.345000000000000140e-02 7.345000000000000140e-02 3.755051999999999879e+01 1.005999999999999950e-01 6.590000000000000371e-03
7.345999999999999752e-02 7.345999999999999752e-02 3.777208999999999861e+01 1.010999999999999954e-01 6.490000000000000109e-03
7.352000000000000202e-02 7.352000000000000202e-02 3.746643000000000256e+01 1.038000000000000034e-01 6.720000000000000279e-03
7.371999999999999387e-02 7.371999999999999387e-02 3.773489000000000004e+01 1.117999999999999966e-01 7.320000000000000118e-03
7.384000000000000286e-02 7.384000000000000286e-02 3.754637000000000313e+01 1.021999999999999992e-01 6.919999999999999936e-03
7.396999999999999409e-02 7.396999999999999409e-02 3.759745000000000203e+01 1.004000000000000031e-01 7.190000000000000210e-03
7.412000000000000532e-02 7.412000000000000532e-02 3.764788999999999675e+01 1.043000000000000038e-01 6.530000000000000214e-03
7.413000000000000145e-02 7.413000000000000145e-02 3.748091999999999757e+01 9.900000000000000466e-02 6.610000000000000424e-03
7.413999999999999757e-02 7.413999999999999757e-02 3.758438999999999908e+01 1.034000000000000058e-01 6.349999999999999742e-03
7.416000000000000369e-02 7.416000000000000369e-02 3.751722000000000179e+01 1.015000000000000069e-01 6.949999999999999581e-03
7.420999999999999819e-02 7.420999999999999819e-02 3.748839000000000254e+01 1.175999999999999962e-01 6.590000000000000371e-03
7.420999999999999819e-02 7.420999999999999819e-02 3.744604999999999961e+01 1.107000000000000067e-01 6.349999999999999742e-03
7.424000000000000044e-02 7.424000000000000044e-02 3.761934999999999718e+01 1.366999999999999882e-01 6.779999999999999569e-03
7.426000000000000656e-02 7.426000000000000656e-02 3.769955000000000211e+01 1.021999999999999992e-01 6.559999999999999859e-03
7.432999999999999330e-02 7.432999999999999330e-02 3.760193000000000296e+01 1.009000000000000036e-01 6.720000000000000279e-03
7.432999999999999330e-02 7.432999999999999330e-02 3.755707999999999913e+01 1.784000000000000030e-01 6.910000000000000343e-03
7.434999999999999942e-02 7.434999999999999942e-02 3.754372999999999649e+01 1.023000000000000020e-01 6.400000000000000307e-03
7.437000000000000555e-02 7.437000000000000555e-02 3.765153000000000105e+01 1.015000000000000069e-01 6.490000000000000109e-03
7.438000000000000167e-02 7.438000000000000167e-02 3.770929999999999893e+01 1.155999999999999944e-01 7.420000000000000380e-03
7.446999999999999453e-02 7.446999999999999453e-02 3.764591000000000065e+01 1.028000000000000025e-01 6.490000000000000109e-03
7.448000000000000453e-02 7.448000000000000453e-02 3.758789000000000158e+01 1.005000000000000060e-01 6.640000000000000069e-03
7.452000000000000290e-02 7.452000000000000290e-02 3.761903000000000219e+01 1.009000000000000036e-01 7.210000000000000263e-03
7.455000000000000515e-02 7.455000000000000515e-02 3.761178999999999917e+01 9.990000000000000269e-02 7.539999999999999827e-03
7.457999999999999352e-02 7.457999999999999352e-02 3.771564000000000050e+01 1.180999999999999966e-01 7.179999999999999750e-03
7.464999999999999414e-02 7.464999999999999414e-02 3.765538999999999703e+01 1.010999999999999954e-01 6.760000000000000384e-03
7.467000000000000026e-02 7.467000000000000026e-02 3.772035999999999945e+01 1.086000000000000021e-01 6.499999999999999702e-03
7.469000000000000639e-02 7.469000000000000639e-02 3.747156999999999982e+01 1.426999999999999935e-01 6.939999999999999988e-03
7.474000000000000088e-02 7.474000000000000088e-02 3.783395999999999759e+01 1.254000000000000115e-01 6.300000000000000044e-03
7.474999999999999700e-02 7.474999999999999700e-02 3.758319999999999794e+01 1.015999999999999959e-01 6.839999999999999726e-03
7.480000000000000537e-02 7.480000000000000537e-02 3.776825000000000188e+01 1.068999999999999950e-01 6.930000000000000396e-03
7.487000000000000599e-02 7.487000000000000599e-02 3.757630000000000337e+01 1.011999999999999983e-01 6.289999999999999584e-03
7.488000000000000211e-02 7.488000000000000211e-02 3.755631000000000341e+01 9.919999999999999651e-02 6.680000000000000174e-03
7.499999999999999722e-02 7.499999999999999722e-02 3.765216999999999814e+01 1.044000000000000067e-01 7.289999999999999605e-03
7.502999999999999947e-02 7.502999999999999947e-02 3.780389999999999873e+01 1.107999999999999957e-01 7.179999999999999750e-03
7.510000000000000009e-02 7.510000000000000009e-02 3.756763999999999726e+01 9.800000000000000377e-02 7.280000000000000013e-03
7.513999999999999846e-02 7.513999999999999846e-02 3.759340000000000259e+01 9.919999999999999651e-02 6.790000000000000029e-03
7.520999999999999908e-02 7.520999999999999908e-02 3.775795000000000101e+01 1.005999999999999950e-01 6.720000000000000279e-03
7.530000000000000582e-02 7.530000000000000582e-02 3.803790999999999656e+01 9.940000000000000224e-02 6.389999999999999847e-03
7.541000000000000481e-02 7.541000000000000481e-02 3.758523000000000280e+01 9.940000000000000224e-02 6.429999999999999952e-03
7.543999999999999317e-02 7.543999999999999317e-02 3.772444999999999737e+01 1.008000000000000007e-01 7.620000000000000037e-03
7.543999999999999317e-02 7.543999999999999317e-02 3.783736999999999995e+01 1.118999999999999995e-01 6.279999999999999992e-03
7.548000000000000542e-02 7.548000000000000542e-02 3.764063999999999766e+01 1.005999999999999950e-01 7.060000000000000303e-03
7.550999999999999379e-02 7.550999999999999379e-02 3.749826000000000192e+01 1.093999999999999972e-01 6.749999999999999924e-03
7.553999999999999604e-02 7.553999999999999604e-02 3.771027000000000129e+01 1.102000000000000063e-01 7.080000000000000356e-03
7.557999999999999441e-02 7.557999999999999441e-02 3.754211000000000098e+01 9.859999999999999321e-02 6.700000000000000226e-03
7.577000000000000401e-02 7.577000000000000401e-02 3.776500999999999664e+01 1.029000000000000054e-01 7.089999999999999948e-03
7.578999999999999626e-02 7.578999999999999626e-02 3.755158999999999736e+01 1.011999999999999983e-01 6.499999999999999702e-03
7.581999999999999851e-02 7.581999999999999851e-02 3.761719999999999686e+01 9.929999999999999938e-02 6.830000000000000134e-03
7.581999999999999851e-02 7.581999999999999851e-02 3.771464999999999890e+01 1.688000000000000056e-01 7.190000000000000210e-03
7.592000000000000137e-02 7.592000000000000137e-02 3.764437999999999818e+01 1.005999999999999950e-01 6.570000000000000319e-03
7.593999999999999362e-02 7.593999999999999362e-02 3.780295000000000272e+01 9.859999999999999321e-02 6.669999999999999714e-03
7.613000000000000322e-02 7.613000000000000322e-02 3.781110000000000326e+01 9.959999999999999409e-02 6.819999999999999674e-03
7.614999999999999547e-02 7.614999999999999547e-02 3.777367999999999881e+01 1.087999999999999939e-01 6.939999999999999988e-03
7.616000000000000547e-02 7.616000000000000547e-02 3.752911000000000286e+01 1.053000000000000047e-01 7.250000000000000368e-03
7.624999999999999833e-02 7.624999999999999833e-02 3.758543000000000234e+01 1.254000000000000115e-01 7.029999999999999791e-03
7.627000000000000446e-02 7.627000000000000446e-02 3.777481999999999829e+01 9.900000000000000466e-02 6.610000000000000424e-03
7.627000000000000446e-02 7.627000000000000446e-02 3.758887000000000000e+01 9.929999999999999938e-02 6.360000000000000202e-03
7.628000000000000058e-02 7.628000000000000058e-02 3.772328000000000259e+01 1.252000000000000057e-01 4.963000000000000050e-02
7.631999999999999895e-02 7.631999999999999895e-02 3.759210000000000207e+01 1.265000000000000013e-01 6.409999999999999899e-03
7.631999999999999895e-02 7.631999999999999895e-02 3.771952999999999889e+01 1.000000000000000056e-01 7.199999999999999803e-03
7.635000000000000120e-02 7.635000000000000120e-02 3.758003000000000071e+01 1.129000000000000004e-01 6.259999999999999939e-03
7.638000000000000345e-02 7.638000000000000345e-02 3.769868999999999915e+01 1.033000000000000029e-01 7.420000000000000380e-03
7.638000000000000345e-02 7.638000000000000345e-02 3.769115000000000038e+01 1.454000000000000015e-01 6.510000000000000162e-03
7.642000000000000182e-02 7.642000000000000182e-02 3.782988999999999891e+01 1.005000000000000060e-01 6.409999999999999899e-03
7.646000000000000019e-02 7.646000000000000019e-02 3.773783999999999850e+01 9.979999999999999982e-02 6.450000000000000004e-03
7.652000000000000468e-02 7.652000000000000468e-02 3.761296999999999713e+01 1.019999999999999934e-01 6.989999999999999686e-03
7.656000000000000305e-02 7.656000000000000305e-02 3.757820000000000249e+01 1.158000000000000002e-01 6.329999999999999689e-03
7.663999999999999979e-02 7.663999999999999979e-02 3.764179000000000030e+01 1.010999999999999954e-01 6.429999999999999952e-03
7.664999999999999591e-02 7.664999999999999591e-02 3.752000000000000313e+01 1.126999999999999946e-01 6.629999999999999609e-03
7.666000000000000592e-02 7.666000000000000592e-02 3.771229000000000298e+01 1.091000000000000025e-01 7.329999999999999710e-03
7.671000000000000041e-02 7.671000000000000041e-02 3.773237000000000307e+01 1.171999999999999986e-01 7.110000000000000001e-03
7.671000000000000041e-02 7.671000000000000041e-02 3.766590000000000060e+01 1.006999999999999978e-01 6.939999999999999988e-03
7.678000000000000103e-02 7.678000000000000103e-02 3.772975000000000279e+01 9.900000000000000466e-02 6.720000000000000279e-03
7.689000000000000001e-02 7.689000000000000001e-02 3.766149000000000058e+01 9.919999999999999651e-02 6.740000000000000331e-03
7.689999999999999614e-02 7.689999999999999614e-02 3.759566000000000230e+01 1.000999999999999945e-01 6.409999999999999899e-03
7.691000000000000614e-02 7.691000000000000614e-02 3.754762000000000199e+01 1.073999999999999955e-01 9.530000000000000276e-03
7.696999999999999675e-02 7.696999999999999675e-02 3.762906000000000262e+01 1.123999999999999999e-01 7.230000000000000315e-03
7.699999999999999900e-02 7.699999999999999900e-02 3.778112999999999744e+01 1.003000000000000003e-01 6.640000000000000069e-03
7.704999999999999349e-02 7.704999999999999349e-02 3.776147000000000276e+01 1.003000000000000003e-01 6.570000000000000319e-03
7.706000000000000349e-02 7.706000000000000349e-02 3.755402999999999736e+01 1.043000000000000038e-01 7.849999999999999339e-03
7.709000000000000574e-02 7.709000000000000574e-02 3.768681999999999732e+01 1.107000000000000067e-01 6.919999999999999936e-03
7.746000000000000107e-02 7.746000000000000107e-02 3.776422000000000168e+01 1.118999999999999995e-01 6.859999999999999779e-03
7.767000000000000293e-02 7.767000000000000293e-02 3.778517000000000081e+01 1.034000000000000058e-01 6.360000000000000202e-03
7.770000000000000517e-02 7.770000000000000517e-02 3.769324999999999903e+01 1.213999999999999940e-01 7.609999999999999577e-03
7.770000000000000517e-02 7.770000000000000517e-02 3.776319000000000159e+01 1.049999999999999961e-01 6.340000000000000149e-03
7.785999999999999865e-02 7.785999999999999865e-02 3.777732000000000312e+01 1.082000000000000045e-01 6.689999999999999766e-03
7.789000000000000090e-02 7.789000000000000090e-02 3.762865000000000038e+01 9.869999999999999607e-02 6.510000000000000162e-03
7.790999999999999315e-02 7.790999999999999315e-02 3.777221000000000117e+01 1.008000000000000007e-01 6.429999999999999952e-03
7.802000000000000601e-02 7.802000000000000601e-02 3.762825000000000131e+01 9.919999999999999651e-02 6.620000000000000016e-03
7.802000000000000601e-02 7.802000000000000601e-02 3.770508999999999844e+01 9.979999999999999982e-02 6.420000000000000359e-03
7.807000000000000051e-02 7.807000000000000051e-02 3.771878999999999849e+01 1.028000000000000025e-01 6.420000000000000359e-03
7.810000000000000275e-02 7.810000000000000275e-02 3.772413000000000238e+01 1.176999999999999991e-01 7.020000000000000198e-03
7.810999999999999888e-02 7.810999999999999888e-02 3.785179999999999723e+01 1.019000000000000045e-01 6.939999999999999988e-03
7.811999999999999500e-02 7.811999999999999500e-02 3.783991999999999933e+01 1.013000000000000012e-01 6.899999999999999883e-03
7.832999999999999685e-02 7.832999999999999685e-02 3.753840999999999894e+01 1.353000000000000036e-01 6.810000000000000081e-03
7.836999999999999522e-02 7.836999999999999522e-02 3.780991999999999820e+01 1.024000000000000049e-01 7.029999999999999791e-03
7.840999999999999359e-02 7.840999999999999359e-02 3.773203999999999780e+01 1.097000000000000058e-01 6.960000000000000041e-03
7.842999999999999972e-02 7.842999999999999972e-02 3.777552000000000021e+01 1.083999999999999964e-01 6.910000000000000343e-03
7.849000000000000421e-02 7.849000000000000421e-02 3.770926999999999651e+01 1.019999999999999934e-01 7.270000000000000420e-03
7.853000000000000258e-02 7.853000000000000258e-02 3.759244000000000341e+01 1.213000000000000050e-01 7.170000000000000158e-03
7.853999999999999870e-02 7.853999999999999870e-02 3.763879000000000019e+01 1.122999999999999970e-01 7.459999999999999618e-03
7.860000000000000320e-02 7.860000000000000320e-02 3.778065000000000140e+01 9.850000000000000422e-02 6.729999999999999871e-03
7.860999999999999932e-02 7.860999999999999932e-02 3.757827000000000339e+01 1.004000000000000031e-01 7.110000000000000001e-03
7.871000000000000218e-02 7.871000000000000218e-02 3.781727999999999668e+01 9.929999999999999938e-02 6.720000000000000279e-03
7.871999999999999831e-02 7.871999999999999831e-02 3.780116000000000298e+01 9.900000000000000466e-02 6.799999999999999621e-03
7.875000000000000056e-02 7.875000000000000056e-02 3.775345000000000084e+01 9.840000000000000135e-02 6.530000000000000214e-03
7.885999999999999954e-02 7.885999999999999954e-02 3.755859999999999843e+01 9.929999999999999938e-02 7.199999999999999803e-03
7.888000000000000567e-02 7.888000000000000567e-02 3.780794000000000210e+01 9.990000000000000269e-02 6.490000000000000109e-03
7.889999999999999791e-02 7.889999999999999791e-02 3.790626999999999924e+01 9.790000000000000091e-02 6.510000000000000162e-03
7.895000000000000628e-02 7.895000000000000628e-02 3.775001000000000317e+01 9.900000000000000466e-02 6.729999999999999871e-03
7.900000000000000078e-02 7.900000000000000078e-02 3.769698999999999955e+01 1.095000000000000001e-01 6.380000000000000254e-03
7.903000000000000302e-02 7.903000000000000302e-02 3.776012000000000057e+01 9.629999999999999671e-02 6.850000000000000186e-03
7.911999999999999589e-02 7.911999999999999589e-02 3.770806999999999931e+01 1.126000000000000056e-01 6.420000000000000359e-03
7.913000000000000589e-02 7.913000000000000589e-02 3.777806000000000353e+01 1.131000000000000061e-01 6.479999999999999649e-03
7.914999999999999813e-02 7.914999999999999813e-02 3.778600000000000136e+01 1.055999999999999994e-01 6.490000000000000109e-03
7.915999999999999426e-02 7.915999999999999426e-02 3.779921999999999827e+01 9.850000000000000422e-02 6.839999999999999726e-03
7.925999999999999712e-02 7.925999999999999712e-02 3.790077999999999747e+01 9.810000000000000664e-02 7.199999999999999803e-03
7.942000000000000448e-02 7.942000000000000448e-02 3.762772999999999968e+01 9.710000000000000575e-02 6.689999999999999766e-03
7.946999999999999897e-02 7.946999999999999897e-02 3.768802999999999770e+01 1.141999999999999960e-01 7.459999999999999618e-03
7.961000000000000021e-02 7.961000000000000021e-02 3.783644999999999925e+01 1.107999999999999957e-01 6.709999999999999819e-03
7.964000000000000246e-02 7.964000000000000246e-02 3.768943000000000154e+01 1.004000000000000031e-01 6.960000000000000041e-03
7.971000000000000307e-02 7.971000000000000307e-02 3.763960000000000150e+01 9.800000000000000377e-02 6.689999999999999766e-03
7.986000000000000043e-02 7.986000000000000043e-02 3.778958999999999691e+01 1.236000000000000015e-01 7.490000000000000130e-03
7.993999999999999717e-02 7.993999999999999717e-02 3.767331999999999681e+01 9.800000000000000377e-02 7.080000000000000356e-03
7.999000000000000554e-02 7.999000000000000554e-02 3.765100000000000335e+01 1.132999999999999979e-01 7.139999999999999646e-03
8.004000000000000004e-02 8.004000000000000004e-02 3.790637999999999863e+01 9.890000000000000180e-02 6.409999999999999899e-03
8.007999999999999841e-02 8.007999999999999841e-02 3.780776000000000181e+01 1.282000000000000084e-01 7.110000000000000001e-03
8.008999999999999453e-02 8.008999999999999453e-02 3.782779000000000025e+01 1.015000000000000069e-01 7.080000000000000356e-03
8.029999999999999638e-02 8.029999999999999638e-02 3.786527999999999849e+01 9.610000000000000486e-02 6.660000000000000121e-03
8.033999999999999475e-02 8.033999999999999475e-02 3.787879000000000218e+01 9.810000000000000664e-02 6.879999999999999831e-03
8.662999999999999867e-02 8.662999999999999867e-02 3.793155999999999750e+01 8.790000000000000591e-02 8.899999999999999925e-03
9.167999999999999761e-02 9.167999999999999761e-02 3.792170000000000130e+01 8.790000000000000591e-02 7.870000000000000259e-03
9.508999999999999397e-02 9.508999999999999397e-02 3.827544999999999931e+01 8.799999999999999489e-02 8.460000000000000506e-03
9.603000000000000425e-02 9.603000000000000425e-02 3.827846999999999866e+01 8.740000000000000546e-02 9.190000000000000252e-03
1.041799999999999948e-01 1.041799999999999948e-01 3.846885999999999939e+01 8.980000000000000482e-02 7.119999999999999593e-03
1.048300000000000065e-01 1.048300000000000065e-01 3.824913000000000096e+01 8.569999999999999840e-02 1.250000000000000069e-02
1.143900000000000056e-01 1.143900000000000056e-01 3.850713999999999970e+01 8.250000000000000389e-02 7.769999999999999997e-03
1.203400000000000025e-01 1.203400000000000025e-01 3.884774000000000171e+01 8.840000000000000635e-02 8.080000000000000376e-03
1.212799999999999989e-01 1.212799999999999989e-01 3.877130999999999972e+01 8.989999999999999380e-02 8.479999999999999691e-03
1.290600000000000080e-01 1.290600000000000080e-01 3.913629000000000246e+01 8.989999999999999380e-02 7.939999999999999142e-03
1.303600000000000037e-01 1.303600000000000037e-01 3.893856000000000250e+01 8.999999999999999667e-02 8.330000000000000598e-03
1.305699999999999916e-01 1.305699999999999916e-01 3.899029000000000167e+01 9.080000000000000571e-02 7.499999999999999722e-03
1.309599999999999931e-01 1.309599999999999931e-01 3.878862000000000165e+01 9.089999999999999469e-02 7.629999999999999630e-03
1.311700000000000088e-01 1.311700000000000088e-01 3.902360999999999791e+01 8.590000000000000413e-02 5.850999999999999951e-02
1.330600000000000116e-01 1.330600000000000116e-01 3.907757000000000147e+01 9.009999999999999953e-02 9.270000000000000462e-03
1.331799999999999928e-01 1.331799999999999928e-01 3.888790999999999798e+01 9.039999999999999425e-02 8.380000000000000296e-03
1.367800000000000127e-01 1.367800000000000127e-01 3.905337999999999710e+01 9.370000000000000551e-02 8.559999999999999901e-03
1.392299999999999927e-01 1.392299999999999927e-01 3.918473999999999791e+01 9.059999999999999998e-02 7.700000000000000247e-03
1.406600000000000072e-01 1.406600000000000072e-01 3.905684000000000111e+01 9.059999999999999998e-02 8.340000000000000191e-03
1.422799999999999898e-01 1.422799999999999898e-01 3.908136999999999972e+01 8.920000000000000151e-02 7.870000000000000259e-03
1.434199999999999919e-01 1.434199999999999919e-01 3.919435000000000002e+01 9.120000000000000329e-02 7.879999999999999852e-03
1.438699999999999979e-01 1.438699999999999979e-01 3.912194000000000216e+01 9.030000000000000526e-02 7.649999999999999682e-03
1.483700000000000019e-01 1.483700000000000019e-01 3.924548999999999666e+01 9.569999999999999341e-02 1.010999999999999920e-02
1.506599999999999884e-01 1.506599999999999884e-01 3.920765999999999707e+01 9.210000000000000131e-02 7.629999999999999630e-03
1.514500000000000013e-01 1.514500000000000013e-01 3.922672000000000025e+01 9.320000000000000506e-02 7.320000000000000118e-03
1.541399999999999992e-01 1.541399999999999992e-01 3.926561000000000234e+01 9.450000000000000067e-02 7.830000000000000154e-03
1.541399999999999992e-01 1.541399999999999992e-01 3.918641000000000219e+01 9.410000000000000309e-02 7.910000000000000364e-03
1.552399999999999891e-01 1.552399999999999891e-01 3.940923000000000087e+01 9.819999999999999563e-02 7.939999999999999142e-03
1.582600000000000118e-01 1.582600000000000118e-01 3.924385000000000190e+01 9.520000000000000684e-02 8.099999999999999561e-03
1.590399999999999869e-01 1.590399999999999869e-01 3.956255999999999773e+01 9.299999999999999933e-02 7.490000000000000130e-03
1.609899999999999942e-01 1.609899999999999942e-01 3.956045999999999907e+01 1.015000000000000069e-01 5.140000000000000124e-02
1.642500000000000071e-01 1.642500000000000071e-01 3.957983000000000118e+01 9.639999999999999958e-02 7.830000000000000154e-03
1.650899999999999868e-01 1.650899999999999868e-01 3.946213000000000193e+01 9.529999999999999583e-02 7.609999999999999577e-03
1.665000000000000091e-01 1.665000000000000091e-01 3.950882000000000005e+01 9.239999999999999603e-02 7.479999999999999670e-03
1.708500000000000019e-01 1.708500000000000019e-01 3.935707000000000022e+01 9.859999999999999321e-02 4.760999999999999954e-02
1.708600000000000119e-01 1.708600000000000119e-01 3.948787000000000091e+01 9.360000000000000264e-02 7.969999999999999654e-03
1.718200000000000005e-01 1.718200000000000005e-01 3.967275000000000063e+01 9.429999999999999494e-02 6.870000000000000238e-03
1.724199999999999899e-01 1.724199999999999899e-01 3.942820999999999998e+01 9.189999999999999558e-02 6.930000000000000396e-03
1.731900000000000106e-01 1.731900000000000106e-01 3.954216999999999871e+01 9.450000000000000067e-02 7.530000000000000235e-03
1.737100000000000033e-01 1.737100000000000033e-01 3.955503000000000213e+01 9.379999999999999449e-02 7.409999999999999920e-03
1.767400000000000082e-01 1.767400000000000082e-01 3.959608999999999668e+01 9.479999999999999538e-02 7.230000000000000315e-03
1.775799999999999879e-01 1.775799999999999879e-01 3.947975999999999885e+01 9.579999999999999627e-02 7.990000000000000574e-03
1.789699999999999902e-01 1.789699999999999902e-01 3.977459999999999951e+01 9.420000000000000595e-02 7.870000000000000259e-03
1.809499999999999997e-01 1.809499999999999997e-01 3.984637000000000029e+01 9.560000000000000442e-02 8.309999999999999679e-03
1.810199999999999865e-01 1.810199999999999865e-01 3.972104999999999819e+01 9.489999999999999825e-02 6.949999999999999581e-03
1.812000000000000000e-01 1.812000000000000000e-01 3.984447999999999723e+01 9.249999999999999889e-02 6.930000000000000396e-03
1.834600000000000120e-01 1.834600000000000120e-01 3.972003999999999735e+01 9.420000000000000595e-02 7.450000000000000025e-03
1.835799999999999932e-01 1.835799999999999932e-01 3.967687999999999704e+01 9.479999999999999538e-02 7.440000000000000432e-03
1.840799999999999936e-01 1.840799999999999936e-01 3.978945999999999827e+01 9.379999999999999449e-02 6.939999999999999988e-03
1.842300000000000049e-01 1.842300000000000049e-01 3.972847000000000151e+01 9.560000000000000442e-02 6.989999999999999686e-03
1.857600000000000084e-01 1.857600000000000084e-01 3.981262000000000256e+01 9.520000000000000684e-02 7.329999999999999710e-03
1.861899999999999944e-01 1.861899999999999944e-01 3.970515000000000327e+01 9.589999999999999913e-02 7.570000000000000340e-03
1.890000000000000013e-01 1.890000000000000013e-01 3.990449999999999875e+01 9.740000000000000047e-02 9.140000000000000555e-03
1.902099999999999902e-01 1.902099999999999902e-01 3.974455999999999989e+01 9.569999999999999341e-02 7.470000000000000077e-03
1.905300000000000049e-01 1.905300000000000049e-01 3.987957000000000107e+01 9.639999999999999958e-02 7.130000000000000053e-03
1.909899999999999931e-01 1.909899999999999931e-01 3.970335000000000036e+01 9.610000000000000486e-02 9.793999999999999928e-02
1.913700000000000123e-01 1.913700000000000123e-01 3.983324000000000353e+01 9.550000000000000155e-02 7.470000000000000077e-03
1.926400000000000057e-01 1.926400000000000057e-01 3.998214000000000112e+01 9.619999999999999385e-02 6.969999999999999633e-03
1.935199999999999976e-01 1.935199999999999976e-01 3.981517999999999802e+01 9.589999999999999913e-02 6.649999999999999661e-03
1.965399999999999925e-01 1.965399999999999925e-01 3.996762999999999977e+01 9.479999999999999538e-02 6.669999999999999714e-03
1.981999999999999873e-01 1.981999999999999873e-01 3.989714000000000027e+01 9.529999999999999583e-02 7.510000000000000182e-03
2.012100000000000000e-01 2.012100000000000000e-01 3.988991999999999649e+01 1.009000000000000036e-01 7.609999999999999577e-03
2.019299999999999984e-01 2.019299999999999984e-01 3.994447999999999865e+01 9.550000000000000155e-02 6.949999999999999581e-03
2.027299999999999935e-01 2.027299999999999935e-01 3.990330000000000155e+01 9.260000000000000175e-02 6.680000000000000174e-03
2.028000000000000080e-01 2.028000000000000080e-01 3.997766000000000020e+01 9.560000000000000442e-02 6.620000000000000016e-03
2.029199999999999893e-01 2.029199999999999893e-01 3.992025999999999897e+01 9.610000000000000486e-02 6.709999999999999819e-03
2.035299999999999887e-01 2.035299999999999887e-01 3.994932000000000016e+01 9.539999999999999869e-02 7.459999999999999618e-03
2.046999999999999931e-01 2.046999999999999931e-01 4.012357999999999691e+01 8.970000000000000195e-02 7.009999999999999738e-03
2.054400000000000115e-01 2.054400000000000115e-01 3.983762999999999721e+01 9.619999999999999385e-02 6.089999999999999927e-03
2.067100000000000048e-01 2.067100000000000048e-01 4.009102000000000032e+01 9.719999999999999474e-02 3.166999999999999676e-02
2.073899999999999910e-01 2.073899999999999910e-01 3.999486999999999881e+01 9.700000000000000289e-02 6.769999999999999976e-03
2.076800000000000035e-01 2.076800000000000035e-01 3.998879000000000161e+01 9.539999999999999869e-02 6.539999999999999807e-03
2.083899999999999919e-01 2.083899999999999919e-01 3.997912000000000177e+01 9.270000000000000462e-02 6.599999999999999964e-03
2.096300000000000108e-01 2.096300000000000108e-01 4.026379000000000019e+01 9.600000000000000200e-02 6.320000000000000097e-03
2.097700000000000120e-01 2.097700000000000120e-01 4.024822000000000344e+01 9.690000000000000002e-02 6.490000000000000109e-03
2.101300000000000112e-01 2.101300000000000112e-01 4.018216000000000321e+01 9.669999999999999429e-02 6.819999999999999674e-03
2.111099999999999921e-01 2.111099999999999921e-01 4.022420000000000329e+01 9.600000000000000200e-02 6.779999999999999569e-03
2.125499999999999889e-01 2.125499999999999889e-01 4.000639000000000323e+01 9.529999999999999583e-02 6.259999999999999939e-03
2.172399999999999887e-01 2.172399999999999887e-01 4.032610999999999990e+01 9.669999999999999429e-02 7.470000000000000077e-03
2.173799999999999899e-01 2.173799999999999899e-01 4.020944999999999681e+01 1.008000000000000007e-01 6.610000000000000424e-03
2.176500000000000101e-01 2.176500000000000101e-01 4.006456000000000017e+01 9.650000000000000244e-02 6.230000000000000294e-03
2.180199999999999916e-01 2.180199999999999916e-01 4.011446999999999719e+01 9.779999999999999805e-02 7.179999999999999750e-03
2.184200000000000030e-01 2.184200000000000030e-01 4.022104000000000212e+01 9.740000000000000047e-02 7.159999999999999698e-03
2.207600000000000118e-01 2.207600000000000118e-01 4.000014999999999787e+01 9.329999999999999405e-02 6.930000000000000396e-03
2.209500000000000075e-01 2.209500000000000075e-01 4.019818999999999676e+01 9.479999999999999538e-02 6.150000000000000085e-03
2.212699999999999945e-01 2.212699999999999945e-01 4.014634999999999820e+01 9.840000000000000135e-02 6.949999999999999581e-03
2.237000000000000099e-01 2.237000000000000099e-01 4.008711999999999875e+01 9.639999999999999958e-02 5.919999999999999915e-03
2.238199999999999912e-01 2.238199999999999912e-01 4.009429000000000087e+01 9.829999999999999849e-02 6.850000000000000186e-03
2.239299999999999902e-01 2.239299999999999902e-01 4.009953999999999752e+01 9.769999999999999518e-02 6.130000000000000032e-03
